price,bedrooms,bathrooms,sqft_living,yr_built
1212500,4,3.5,4560,1995
380000,4,3,2800,2002
200000,3,1,1050,1967
385000,3,1.5,1490,1959
396675,2,1,1730,1945
452000,4,1,1210,1900
426000,4,2.5,2800,2004
792000,3,1.5,1570,1915
315000,3,2.25,1400,1987
1275000,4,2,2850,1970
326000,6,3,1880,1966
268500,2,1,790,1953
440000,2,1.75,1300,1948
300000,3,1,2120,1967
525000,3,1.5,1540,1941
978000,4,2.75,2620,1926
1125000,6,3,2880,1919
700000,4,1,1680,1921
315000,2,1,790,1955
309000,3,1,1092,1918
219950,3,1.5,1650,1967
289000,3,2.5,2090,2002
210000,4,1.75,2180,1950
260000,4,2.5,1990,1989
699000,4,2.5,2650,2006
1800000,4,3.5,4460,1962
299950,3,1,910,1950
749950,3,2.5,2770,1992
1100000,3,2,2390,1939
555000,3,2.5,3050,1987
384000,3,2.5,1700,2003
499950,5,3.5,3200,1989
430000,3,1.75,1200,1906
350000,4,2.25,2220,1999
620000,3,2.5,2480,2004
765000,4,2.25,2560,1976
250000,4,1.5,2500,1961
376000,2,1,1150,1947
475000,4,1.75,1650,1950
120750,3,1.75,1140,1969
1690000,3,1.75,3400,1957
330000,3,1,1180,1959
619500,3,2.5,1700,1992
345000,3,1.5,1240,1954
598000,5,2.25,2890,1977
335000,3,1,1060,1967
372500,4,1.75,1590,1922
300000,6,5.25,2860,1978
194000,1,1,820,2007
507500,3,2,2020,1963
325000,4,2.25,1870,1959
329900,3,2.5,2170,2004
329000,4,2.5,1600,1947
494000,4,1.75,2090,1925
206000,4,2,1700,1978
423000,4,1.75,1940,1941
259000,3,1,1320,1957
879950,4,2.25,3500,1938
345600,5,3.5,2800,1903
395000,3,1.5,1080,1920
625000,4,2.5,3550,2007
439000,3,2,2010,2003
380000,3,1.75,1690,2008
440000,3,1.5,1270,2007
415000,3,2.25,1970,2008
860000,4,2.75,3160,2014
500000,3,2.5,1210,2008
953007,4,3.5,3120,2008
515000,4,2.5,2670,2006
772000,3,2.25,1640,2014
329995,4,2.5,2303,2013
409316,3,2.5,1800,2014
490000,5,3.5,4460,2013
305000,2,2.5,1590,2009
785000,4,3.5,3070,2009
240000,2,1.75,1330,1993
325000,3,1,990,1947
535800,4,2.5,1900,1994
720000,3,2.5,2020,2000
374000,3,1.75,2000,1961
189650,2,1.75,1100,1980
420850,1,1,960,1945
815000,4,2.75,3488,1998
1065000,2,1.75,1890,1987
199000,4,2,2030,1950
195000,3,1.75,1380,1981
1506000,4,3.25,3660,1909
288400,3,2.25,1870,1997
442000,4,2.25,2080,1979
619420,4,2.75,2450,1988
635000,4,2.25,2750,1948
210000,3,1,1240,1916
512500,3,2.5,1900,1990
567000,3,2.5,2540,1999
525000,3,2.75,2100,1998
475000,4,2,1790,1909
250000,3,2,1170,1984
220000,3,1,1060,1956
230000,5,2,1930,1941
385500,3,2,1540,1961
895000,5,3,2876,1973
368250,3,2.5,2150,1988
249900,2,1,1140,1947
350000,3,1.5,980,1969
175000,3,1.75,1230,1962
270000,3,1.75,1390,1957
495000,3,3.5,2380,1997
1580000,3,3.25,3690,2007
542500,5,3.25,3010,1931
330000,3,1,1250,1969
1003000,4,2.75,2290,1926
299800,2,1,790,1925
299900,3,2.5,2720,2002
691000,4,2.75,2550,1972
195000,2,1,1080,1972
405000,3,1.75,2470,1962
360000,2,0.75,850,1909
256750,3,2.5,1990,1969
332500,3,2.25,1800,1995
975000,5,4,4850,1977
218000,3,1,1020,1956
429000,3,2.5,2420,1985
589000,4,2.5,2910,1998
255000,3,1.5,1060,1973
668750,4,2.5,2340,1964
344500,4,2.75,1800,2002
452000,4,2,1660,1945
540000,3,1.75,1300,1983
246000,3,1.5,1780,1953
535000,2,1,1030,1939
970000,4,3.25,2790,1963
430000,3,1,1150,1906
520000,4,2.5,3290,1992
712000,4,2.5,3400,2001
450000,2,1,1200,1940
220000,4,2.5,2160,1993
525000,3,1,1450,1948
1220000,4,2.5,3240,2008
540000,3,2,1470,2007
600000,4,2.5,2360,2001
600000,3,2.25,2230,1987
625000,4,2.5,2630,1986
150000,3,1,1010,1966
389999,3,2.25,1445,2003
285000,3,1.75,2380,1935
744000,4,2.75,2830,1998
700000,4,2.5,3010,1996
318989,4,2.25,2000,1978
556000,3,2.25,2020,1998
275000,3,2.5,2030,1993
430000,3,2.75,2550,1994
300000,2,1,970,1949
396450,3,1.75,1540,1967
225000,2,1,1396,1940
700000,4,3.25,2780,2006
260000,6,2,2220,1977
655000,4,3.5,2350,1994
1185000,3,2.25,2760,1978
1550000,3,2.5,4460,1992
413800,3,2,1440,2007
950000,5,3.75,5330,2006
334990,4,2.5,2220,2014
2700000,5,4.75,5305,2005
1030000,3,4,3880,2009
1130000,4,3.25,3810,2007
556000,3,3,1960,2007
360000,3,2.5,1530,2009
480000,4,2.25,3250,1983
324000,3,2.5,1750,1994
1050000,4,3.25,3440,1983
275000,1,0.75,1170,1962
180000,3,1,870,1969
749000,4,2.5,2930,1998
1600000,3,2.5,3160,1966
373500,2,1,800,1918
770000,4,2.5,2350,1987
356000,2,1.75,1060,1977
625000,3,1.75,2060,1984
494400,2,1.75,1560,1904
585000,4,1.75,3000,1950
926300,3,1.5,1660,1907
600000,3,1.75,1650,1908
430000,4,3,3220,1990
307000,3,1.5,2320,1976
604700,4,2.75,2750,1981
219900,3,1,910,1956
270000,2,1.5,840,2005
432000,3,2.25,1470,2007
300000,6,2,2040,1943
361000,3,1,1100,1922
249950,2,1,940,1959
320000,3,2,1110,1978
305000,4,1.75,2200,1942
503000,2,1.75,2860,1948
235750,2,1,740,1938
657000,4,1.75,2740,1954
385000,3,1,1250,1956
389950,4,2.5,3140,1991
150000,2,1,820,1954
254500,4,2.75,2570,1998
555000,4,2.25,2350,1977
1075000,4,3,3600,1976
245000,4,2,1580,1967
319950,2,1,1070,1949
337000,3,1,1070,1951
492000,4,2,1640,1907
1170000,3,2.75,2890,1987
348580,3,1,1220,1966
180000,2,1,1400,1922
400000,3,1,1040,1942
295000,4,2,980,1978
910000,4,3.25,3340,1963
1150000,6,4.5,6040,1996
431500,3,3.5,1900,2008
180000,4,1.5,1740,1962
677000,3,2,2000,1916
1180500,3,1.75,1610,1973
635700,4,2.5,3240,1977
482000,5,2.25,2230,1978
168000,2,2.5,1160,1998
805000,4,2.75,2410,1950
398000,2,1,590,1983
665000,4,2.5,2600,1996
592500,4,3,2170,1968
940000,4,2.75,2080,1912
655000,4,2.5,2860,1999
622500,4,2.5,2980,2000
380000,2,2.5,1230,2011
648360,4,1.75,2260,1947
432000,3,2.75,2200,1982
1050000,4,2.5,3030,1988
353250,2,1,1060,1979
1000000,4,3,4260,1996
320000,3,2.25,998,2007
349900,4,2.5,2052,2014
330000,4,3.5,3150,2005
408000,3,2.25,1950,2006
321000,3,2.25,1347,2010
1051000,4,3.75,3860,2007
2150000,4,5.5,5060,2008
359000,3,1.5,1360,2008
300000,5,2.5,2760,2006
380000,5,3.5,2420,2013
660000,3,2.5,2450,2010
355000,3,2.25,1280,2005
259000,3,2.5,1550,2011
353000,1,1,550,2008
430000,2,2.5,1520,2007
460000,3,1,1670,1939
80000,1,0.75,430,1912
782000,4,2.5,2380,1991
218000,3,1,960,1982
325000,3,1,1920,1952
980000,4,3,3680,1967
902000,4,2.25,2530,1976
556000,5,2.5,3840,1991
662990,3,1.75,1240,1926
225000,2,1,1300,1975
439950,4,2.5,2380,2002
175000,2,1,1300,1958
306000,2,1,780,1946
235000,4,2.5,1810,1970
399500,3,1.75,2420,1911
478000,3,1,1280,1910
515000,2,1,1680,1941
550000,3,2.5,2510,1992
149000,3,1,1700,1955
526000,3,1.75,1680,1992
527550,1,0.75,820,1999
1050000,3,4,4380,1983
625000,3,2.5,2600,1984
950000,5,3.25,3400,1999
377691,5,1.75,2120,1942
648475,4,2.75,2250,1951
383000,3,1,1800,1942
535000,3,2.5,2210,1994
449950,3,2,1560,1923
465425,4,2.75,2430,1967
675000,4,2.5,2560,1987
599000,3,2.75,1960,1926
416000,3,1.5,1110,1963
595000,2,1.5,1030,1924
200000,4,1,1350,1966
402000,3,2,1540,2005
433000,4,1.75,1830,1966
275000,4,1.5,1930,1979
410000,3,2,1650,1983
554820,4,2,3510,1965
1325000,4,3,3370,1988
735000,3,2.5,2390,1984
607000,3,1,1230,1951
549900,4,3,2830,1987
258000,3,1.75,1620,1988
661254,4,4,2290,1940
945000,4,2,2840,1952
799950,4,3.5,4220,1993
132500,3,1,1080,1967
467100,3,1.75,1620,1973
1610000,4,3.5,4390,1990
641000,3,1.75,1620,1926
350000,3,1,1010,1947
335000,4,2.5,1750,1983
900000,3,3.5,4080,2000
440000,4,2.5,2560,1965
464600,3,1.75,1120,1925
1200000,4,3.5,4740,2003
300000,2,1,1340,1947
670500,4,2,1590,1951
552000,3,1,1430,1919
244000,4,1,1450,1943
788600,4,2.75,3500,2005
445000,3,2,1630,1987
530000,4,1.75,1814,1951
90000,2,1,580,1943
585000,3,2,1670,1931
498000,2,2,1140,1924
379000,2,1,800,1940
462000,3,1.75,1300,1919
388000,4,2.5,2440,1993
255000,3,2,1490,1984
665000,3,2.75,1800,1966
550000,3,2,1830,1959
606000,3,1,1500,1947
334000,4,2.5,2210,1965
360000,3,2,1270,2006
235000,2,1,1140,2007
580000,3,2.5,1620,2008
355000,3,2,1220,2007
375000,2,2.5,750,2006
372000,4,1.75,1960,1979
479000,3,1,1370,1924
2000000,5,4,4580,2004
1680000,4,4.25,5584,1998
501000,2,1,1010,1924
245000,3,1.75,1260,1994
496700,3,2.5,1740,1989
347000,4,1.5,2670,1996
199000,2,1,720,1943
440500,3,2.5,2460,2007
820000,4,2.5,3670,2005
325000,4,3.5,2630,1984
195000,3,1.75,1570,1991
675000,3,3,2980,1981
295000,3,2.5,1560,2003
355300,3,2.5,1620,1955
276000,3,1,1140,1960
460000,2,1.5,2730,1976
880000,3,2,2130,1989
370000,3,2.5,1780,2001
346000,4,2.5,2100,2009
172500,3,1,1140,1972
379950,3,1.5,1690,1956
468000,2,1,1160,1942
477000,4,2.75,1720,1978
529000,3,1,1210,1924
312000,3,1.5,1255,2004
326100,2,1,880,1942
360000,3,1,1050,1954
438000,3,1.75,1650,1961
360000,3,1,1570,1954
1050000,4,2.5,2920,1921
688000,4,3,3000,1913
585000,3,1.75,1850,1983
265000,3,2.5,1440,1983
375000,3,1.75,1440,1973
326500,3,1,1810,1970
160000,2,1,1180,1918
1570000,4,3.75,3070,1927
735000,5,2.75,3390,2004
400000,2,1,1470,1940
800000,4,2.5,2680,1952
949880,4,2.25,2290,1978
405000,3,1.75,1980,1949
399000,4,2.5,2870,1979
730001,3,2,1840,1951
1795000,4,3.25,4060,2000
260000,3,2,1630,2003
751750,2,2,1880,1902
325000,3,1.75,1780,1983
344950,4,2,2330,1941
457500,3,1.75,1840,1925
389000,5,2,2330,1962
515000,4,2.5,3200,2005
732000,3,2.5,2330,2004
415000,3,2.25,1950,1964
1655000,4,3.5,3080,1937
535000,2,1,1040,1951
540000,4,4.25,1960,1940
525000,5,3,2750,1926
570000,3,1.75,1930,1977
569950,5,4.5,4850,2001
283200,4,2.5,1982,2004
1100000,3,2.75,2640,1926
830000,4,2.5,1850,1978
495000,4,2.25,1940,1956
292050,5,3,2840,2003
415000,5,1.5,1900,1961
295832,5,1,1410,1955
450000,4,2.5,2520,1999
1381000,4,3.75,3160,1997
857000,4,3,3720,1991
499950,3,3.5,1820,2014
465000,3,2,1560,1967
329000,3,1,1600,1964
475000,3,2,1230,1984
255000,3,1,960,1955
435000,3,1,1270,1928
685000,3,2.5,2810,2001
715000,2,2.5,2160,2002
780000,3,3,2520,1925
345000,2,1.5,1180,2005
355000,4,2.25,1810,2003
282000,3,2.5,1680,1994
244000,3,1,910,1971
967500,3,3.75,3250,1951
375000,3,1.5,2000,1965
1600000,3,3.25,3790,1985
527500,3,1.75,2310,1977
994000,3,2.25,2510,1932
313000,3,1.75,1320,1948
587000,3,2.25,2370,1979
304000,3,1,900,1972
675000,3,2.5,2540,1940
305000,4,1,2100,1968
280000,3,1,1200,1943
960000,5,4,3720,2005
500000,3,2.25,1760,1988
274950,3,1.75,1670,1987
455600,3,2.5,2420,1998
970000,5,3,3480,1964
312900,4,2.5,1630,2003
535000,4,2.5,2340,1921
427000,2,1,920,1910
405000,2,1,910,1942
480000,3,1,1150,1943
725000,3,1.5,2500,1940
293000,4,2.5,3250,1973
268000,4,2,1930,1967
475000,4,3.5,3400,1991
488000,3,2.5,1590,1985
760000,4,2.5,3330,2009
1710000,5,4.5,4590,2009
754950,3,2.5,2610,2014
263900,3,2.5,1658,2014
460000,3,3.5,1600,2006
399950,3,3,1296,2009
370000,2,2.25,1280,2009
1149000,4,3,5940,2004
450800,4,3.25,2510,2009
627000,3,3.5,2710,2005
495000,3,2.5,1750,2013
310000,3,1,1430,1927
550000,4,1,1660,1933
215000,2,1,1320,1943
799000,4,3,2580,1984
630000,4,2.5,2740,1993
267000,3,2.5,2495,2007
900000,6,2.75,2300,1950
365000,3,1.5,1300,1963
544500,4,2.5,2230,1974
599000,4,2.75,2020,1917
815000,4,2.25,2000,2001
254000,2,1,1060,1952
740000,2,1.75,2080,1923
225000,3,2,2030,1979
925000,3,2.5,2690,1943
1285000,4,2.5,3240,1946
537000,3,2.5,1550,1999
335000,4,2,1480,1910
840000,4,2.75,3040,1906
224000,3,1.5,1560,1964
395000,3,2.5,2250,2006
450000,3,1,1100,1917
681000,3,1,1700,1907
898000,5,1.5,2680,1963
370000,3,1,800,1908
429000,2,1.75,1350,2005
150000,3,1,820,1910
555000,3,2.5,3160,2006
326000,3,2.75,1720,1958
225000,3,2.5,1680,1994
245100,3,1.75,1300,1996
665000,3,2.5,2190,1987
535000,3,2.5,1720,1994
305000,3,1,1160,1968
999000,7,4,3150,1957
215000,3,1.75,1210,1983
432500,3,1.75,1980,1965
655000,4,2.5,2990,2003
266200,3,1.5,1430,1966
244615,3,2.5,2060,1999
460000,4,3,2230,1991
370000,4,2.5,3090,1995
465000,6,3.25,4250,1967
1175000,3,2.5,1970,1937
189000,2,2,1700,1927
820000,3,2.5,2510,1995
968000,6,2.75,3610,1959
1400000,4,3.25,2980,1900
438750,3,1.75,1610,1947
1210000,4,2.75,3650,1951
600000,4,2,2510,1960
589000,3,1,1110,1932
590000,3,2,1650,1926
479900,3,2,1980,1994
210000,2,1.5,880,2007
745000,3,1.75,1490,1947
840500,3,2,2520,1906
420000,3,1.75,1820,1977
565000,7,4.5,4140,1978
840000,4,2.5,3420,2000
681716,4,2.5,3150,2006
600000,3,1.75,1580,1967
380000,3,2,1660,1949
168500,3,1,1100,1969
355000,2,1,1270,1920
277000,4,1,1450,1964
236000,4,2.25,1830,1989
270000,3,1.75,1300,1918
700000,2,1.75,2320,1925
425000,4,2.75,1680,1979
635000,3,2.5,2300,1921
510250,3,1.75,1400,1951
960000,4,2.25,2410,1929
254000,3,2,1480,1992
299000,3,1,1390,1954
175000,2,1,830,1996
157500,2,1,740,1949
580000,5,2,1940,1945
124740,3,1,1340,1978
1970000,8,3.5,4440,1959
285000,2,1,800,1954
242000,3,1.75,1310,1979
840000,4,1.75,2330,1924
474800,2,3.25,1400,2000
490000,4,2.5,2360,2003
465000,3,2.25,1840,2003
515000,4,2.5,2680,2004
430000,3,3.75,3890,1943
253400,3,2,1400,1968
355000,3,2.5,2400,1990
740000,4,2.25,2920,1998
186950,2,2,1390,1986
306000,3,2.5,1680,1984
510000,4,1.5,2040,1961
345000,2,1,1080,1940
875000,3,2.75,2280,1917
700000,4,3.5,4490,2006
1400000,4,3.25,4700,2005
499950,4,2.5,2798,2012
739000,3,2.5,2810,2005
363000,4,2.5,3753,2008
782000,4,3.5,3910,2007
325000,2,2.5,1050,2005
485000,4,1,1600,1916
452000,4,2.25,2590,1968
264950,4,2.25,1720,1978
472000,6,2.5,4410,1965
267500,3,1.75,1590,1957
565000,4,2.5,2440,1996
535000,3,2.5,1360,2003
389000,2,1,910,1952
400000,4,1.5,1390,1965
264000,3,1.5,1470,1958
690000,4,2.5,2920,1990
412000,3,1.75,1950,1985
695000,3,2.5,2390,2006
246500,3,1.5,1270,1964
230000,2,1,950,1958
302000,2,1,900,1925
820000,4,2.25,2280,1940
145000,3,1,1010,1954
436500,2,1,1260,1951
2453500,4,3.5,4730,1935
672000,3,2.5,2620,1992
680000,3,2.25,2330,1927
750500,5,3,2170,1911
550000,5,2,2450,1900
266500,4,1.75,1880,1978
619000,4,2,2300,1915
405000,3,2,1240,1988
300000,2,1,820,1916
231000,4,2,1530,1942
790000,5,3.25,2900,1967
400000,4,2.75,1240,1987
950000,4,3.5,4140,2000
450000,4,2,2240,1956
595000,3,2,1480,1928
332000,3,2.25,2270,1977
155000,3,1,1250,1949
400000,5,2,1930,1962
349000,4,1.75,1700,1981
529000,3,1,1590,1944
405000,5,1.75,1880,1963
635200,4,1.75,1640,1921
540000,3,1.5,2600,1940
402000,2,1,710,1943
3100000,6,4.25,6980,1999
329932,3,1.5,1460,1971
300000,3,2.5,2080,1989
525000,5,2.5,2630,2003
2750000,4,3.25,4430,1952
602500,4,2.5,2760,1999
400000,4,2,1670,1955
445000,4,1.75,1990,1944
525000,3,3,2600,1989
395000,2,1,1320,1909
510000,3,1.5,2240,1929
723000,4,2.25,1960,1959
503000,3,2,2590,1988
672500,4,2.75,2620,2000
860000,3,2.5,2770,1991
475300,3,1,2110,1924
295000,4,2.5,2290,2001
1425000,4,4.25,4960,1909
250000,2,1,1110,1951
658000,4,2.75,3310,2008
83000,2,1,900,1918
685000,3,1.75,1940,1960
210000,3,1.75,1590,1986
650880,3,2.5,2930,2008
350000,4,2.5,2040,2011
305000,2,2.25,1000,2006
645000,3,3.25,1730,2008
385000,3,1,1220,1901
860000,3,2.25,3060,1983
395000,4,2.5,2910,2002
260000,3,1.75,1050,1980
196440,3,2,1560,1992
425000,3,1.75,1680,1900
2400000,4,3.25,4140,1977
369000,3,2,1550,1959
1385000,6,2.75,5700,1977
349900,3,2.5,2200,1990
650000,2,2.5,1740,1994
299950,3,1,1210,1955
625000,4,3.25,4240,1989
190000,3,2.25,1590,1978
715000,4,1.75,3420,1947
659000,4,2.5,3190,1946
490000,3,1.75,1920,1947
415000,2,1.75,1340,2004
750000,3,1.75,1700,1947
700000,4,2.5,2310,1927
425000,3,1.75,1510,1989
642000,3,2.5,2670,1987
655000,4,2.25,2060,1983
1365000,3,2.5,2090,1928
458000,5,2.5,3090,1957
330000,2,2.5,1240,2007
384950,3,2.5,1860,2000
560000,3,1.5,2000,1953
950000,4,1.75,2500,1970
465000,4,2.25,1820,1977
425000,3,2.25,1820,1974
315000,3,2,1060,1981
530000,3,2.5,1950,1988
399000,2,1,940,1911
168000,2,1.5,1220,1976
1886700,5,3.5,4180,2004
374000,3,1,1200,1971
740000,5,3.75,3990,1937
280000,2,1,1880,1919
322000,4,2.5,2280,1994
459900,3,1.75,2580,1951
750000,4,2.75,2600,1976
1256500,4,2.5,3150,1966
3710000,4,3.5,5550,2000
427000,5,2.75,2220,1973
800000,2,2.25,1730,1947
735000,4,3,2840,1931
642000,4,2.5,2560,1992
240000,3,2,1330,1900
645500,2,1,1890,1909
840000,7,4.5,4290,1982
475000,2,2,1540,1983
568000,4,2,2340,1966
325000,3,1.75,2180,1961
825500,3,2.5,2780,2009
499431,4,2.75,2620,2013
919204,4,3.5,3760,2014
545000,4,2.5,2720,2012
660000,3,2.25,2675,1984
538888,5,2.75,2080,1987
693000,3,2.5,2460,1996
289950,3,2.5,1960,2004
587000,4,2.5,2550,1992
615000,3,2.25,1760,2014
459000,3,1.75,1620,1974
243000,3,1.75,1790,1960
1505000,4,3.5,3480,1926
660000,4,1.75,2780,1978
1595000,5,3,3640,1982
250000,1,1,750,1918
315000,3,1,960,1952
404000,3,1.5,2030,1963
559900,3,2.75,2930,2004
285000,2,2.5,1380,2011
500000,3,2,1720,1941
380000,2,1,1210,1950
469000,3,1,950,1948
405000,2,1.75,1710,1920
439900,2,2,1410,1909
525000,4,2.5,2910,2006
580000,4,2.5,2220,1988
1250000,5,3.25,3160,1972
275000,3,2,1380,2008
629000,3,2,1760,1920
395000,1,1,730,1911
965000,4,2.5,2460,1938
820000,3,1.75,2160,1960
661000,4,2.25,1990,1932
789000,3,3,3740,1991
668500,4,2.5,2710,1999
350000,3,2.5,2680,1990
250000,4,2,1850,1978
725995,4,2.5,3190,2001
1000000,3,2.5,2730,1998
686000,3,1.5,1840,1961
665000,4,2.5,2720,1987
1965221,4,3.5,4370,2003
653000,3,2.5,2290,2006
430000,2,1,990,1947
305000,2,1.5,1140,1988
809000,4,1.5,1840,1917
440150,2,1,1110,1947
615000,4,2.5,2150,1985
1035000,3,2.5,2230,2003
455000,2,1,1170,1941
635000,3,2.5,1960,1940
675000,3,2.25,2610,1988
316000,3,2.25,2130,1987
955000,3,2.25,3020,1969
985000,3,1.75,1670,1912
465500,3,1.75,1890,1965
305000,3,1,950,1950
645000,4,2.5,2430,1963
730000,4,2,2360,1939
366000,3,1.75,1510,1967
290000,3,2.5,2080,2002
472500,3,2,1750,1982
550000,3,2,1810,1925
410000,4,1.75,1790,1969
440000,4,2.75,2340,1967
535000,3,2.5,1690,1984
300000,4,2.5,2070,2003
432500,3,2.5,2240,2002
870000,4,3,4500,1980
492000,3,1.75,2770,1978
199950,3,1,1010,1969
439800,3,1.5,1120,1956
320000,5,2.5,3020,1978
687000,4,3.25,4400,1993
345000,3,1.75,1990,1963
274950,3,1,1450,1958
270000,4,2.5,1920,1998
342000,2,2.5,1175,2005
327000,3,1.5,1320,1970
610000,5,2.5,3990,1962
455000,2,1,1140,1947
540000,4,1.75,1720,1925
411000,4,2.75,2150,1976
544000,3,1.5,1790,1910
802000,2,2.5,2210,2003
568500,3,2.75,2180,1981
391000,3,2.25,1410,2004
298000,3,2.5,1950,2010
400000,3,2.5,1495,2006
425000,3,2.25,1660,1979
328500,3,2.5,1950,1990
650000,5,2.75,2550,1902
850000,3,1.75,1370,1911
930000,4,2.5,2200,1908
530000,3,1.75,1250,1942
495000,4,2.25,2220,1961
500000,3,1.75,1620,1945
325000,3,1.75,2250,1980
365000,3,2.5,1720,1990
471000,4,2.5,3030,1998
223000,3,1,1030,1961
503000,3,2.5,2190,1999
230000,3,2,1440,1942
550000,4,2.5,2170,1980
1100000,4,3.75,2930,1925
193000,3,1.5,1180,1960
590000,4,4.25,2360,1939
712500,3,1.5,1660,1956
689800,3,2.75,2390,1942
430000,3,2,1360,1924
785200,3,2.25,1840,1910
474900,3,2.25,1800,1976
1070000,4,3.75,4130,2001
435000,3,1.75,2220,1988
941500,5,3.5,3490,1980
312000,4,2.5,1830,2003
835000,4,2.75,1550,1930
713250,3,2,2050,1951
440000,2,1,1230,1906
580135,4,2.5,3150,2014
575000,3,2.25,3800,1976
613000,3,2.5,1350,1991
235000,3,2,1530,1970
660000,3,2.5,2290,1953
280000,2,1.5,1480,1940
268000,3,1.75,1970,1966
235000,2,1,720,1947
390000,3,2,1080,1947
654950,4,2.5,2790,1987
449500,5,2.75,2040,1969
150000,3,1,1320,1959
440000,3,2.25,1680,1989
710000,3,2,2140,1928
420000,3,1.75,1660,1981
312000,3,2.25,1540,1954
320000,3,2,1880,1952
235000,3,1,1250,1959
437000,5,2,2120,1913
545000,3,1.75,1810,1903
640000,3,2.5,2370,1993
432000,3,2.5,1970,2003
548000,3,2.5,2110,2001
830000,3,3,2080,2004
875000,4,2.25,3720,1970
409950,2,1.75,1370,1944
695000,4,2.5,2961,1998
562100,3,2.25,2090,1983
475000,3,2.5,2600,1989
425000,3,2.25,1870,1978
600000,4,2.5,2620,1987
770000,3,2.5,2430,1987
239000,3,1.75,1340,1968
295000,2,1,1170,1963
560000,3,1.75,2000,1963
613000,5,2.5,2070,1967
960000,4,3,4590,1981
847000,5,1,2550,1905
206000,3,1,1060,1962
253000,2,1.75,1220,1921
430000,4,2.25,1790,1973
605000,3,2,2060,1947
425000,2,2.5,1140,2007
720000,4,2.5,2870,1986
375900,6,1.5,2550,1958
1298000,4,3.5,2790,1985
210000,3,1,1110,1962
234000,2,1,940,1952
285000,3,1.75,2880,1958
400000,3,1.5,1200,1962
718000,3,1,1030,1952
174500,2,2.5,1240,1986
222400,3,2,1200,1995
402500,3,3.25,2780,2009
250000,3,2.25,1765,1996
600000,4,2.5,1960,1958
930000,2,2.5,2680,2006
272500,3,2,1410,1983
363990,4,2.5,2240,2014
575000,4,2.75,3120,2010
400000,3,2.25,1450,2009
427874,3,3,2340,2013
309000,5,2.75,2481,2014
320000,3,3.25,1530,2013
390000,3,2.25,1250,1942
299000,1,0.75,560,1967
375000,4,1.75,2200,1955
240500,3,1.75,1460,1997
320000,3,1.5,1650,1978
1270000,5,2.5,3200,1952
658588,3,2.25,2560,1986
270000,3,2.25,2080,2003
327500,3,1,1070,1989
340000,3,1.75,2190,1978
200000,3,1.5,2060,1903
1025000,3,1.75,2640,1960
275000,3,2.5,1720,1983
1126000,5,3.5,3880,1979
280000,2,1,960,1942
485000,3,2.5,2340,1985
1901000,3,2.5,2660,1992
865000,3,1.75,2090,1947
532000,3,2.5,1820,1993
364950,4,2.5,2310,1978
212500,3,1,920,1977
135000,1,1,790,1942
437000,2,1.75,1500,1942
390000,3,1,1240,1952
760000,4,2.5,2730,1986
119500,3,1,1170,1980
2400000,5,3.25,3410,1912
837500,4,2.5,2700,1994
327500,4,1.75,1650,1968
175000,2,1,670,1919
289950,3,2,1670,1992
400000,3,1.75,1530,1986
219950,3,2.25,1500,1984
161700,4,1.75,1720,1974
500000,5,3,2920,2003
465000,3,1,910,1948
540000,3,1,1050,1925
525000,3,2,1540,2004
324950,3,1,1210,1949
565000,5,2.5,2650,1961
760500,3,2,1990,1912
1100000,5,2.75,2660,1969
603500,4,2.5,4060,1977
453500,5,2.5,2300,1967
583000,6,2.75,2630,1974
275000,2,1,770,1948
875000,4,2.75,3790,1999
335000,4,2.75,2540,1979
646000,4,2.25,2500,1978
392500,4,2.5,2150,2005
785000,3,1.75,1670,1961
470000,3,2,1800,1956
560000,3,2.5,2070,1996
519000,2,1,830,1920
746000,3,2.25,2370,1973
317000,3,1,1010,1959
371000,3,1.5,1420,1959
250000,4,2,2120,1960
532000,4,1.75,2020,1979
499950,3,2.5,1520,2007
375000,2,1,820,1922
640000,3,2.5,1690,2007
400000,3,2,2260,1986
572000,3,2.25,1830,1986
310000,3,2,1350,1995
989000,5,3.5,3280,2003
685000,4,2.5,2770,1989
907500,4,2.5,2770,1987
427500,4,2.5,2460,2003
860000,3,3.25,4720,1998
365000,2,1,1250,1947
250500,3,2,1710,1988
411715,3,1.75,1840,1952
415000,4,2.5,2000,1999
129000,1,1,650,1967
489000,3,1.5,1020,1930
170000,2,1,1500,1950
418500,3,2.5,2060,2007
261000,3,1.5,1810,1983
2005000,6,4.5,3810,1969
355000,2,1.75,1650,1947
742000,3,3.25,1540,2011
399950,3,1.5,2080,1959
791000,3,2.25,2430,1989
190000,5,2,1750,1943
229500,3,1.75,1770,1968
539000,3,2.5,1710,2005
549000,4,2.25,2740,1991
545000,5,2.5,2730,1958
285000,3,2.5,2437,2011
648000,4,2.5,3290,2008
610000,4,3.5,2910,2012
767450,3,2,1630,2006
765000,4,3,4410,2006
586500,3,2.5,1780,2006
520000,3,3.25,1540,2011
455000,3,1.75,1420,2006
653000,3,2.5,2680,1979
279950,3,2,1750,1961
449950,3,2.5,2170,2003
565000,3,2.75,2390,1977
620000,4,2.25,2400,1929
269000,3,1,1690,1967
875000,3,3.5,3250,2001
630000,4,3.75,4610,1980
425000,4,2.75,2440,1957
647500,3,1.75,1290,1916
450000,4,1,2000,1916
440000,3,1,1050,1900
445000,4,2.5,2340,2008
530000,4,2.25,2210,1968
